Square Meters,Year Built,Neighborhood Quality,Distance to Amenities,Number of Rooms,House Style,Local Economic Index,House Price
178.44350908247995,1968,Low,415.5328725203442,3,Single Family,85.41930388844447,1573.647773007003
192.94639104367647,1964,Low,402.41168655160635,2,Condo,128.52880118398093,2319.16587097426
170.15884942898435,1971,Medium,382.9150660309706,2,Condo,85.46615871740272,3172.2273890318766
180.6180601291987,1966,Low,620.3010262196347,1,Condo,84.06512260363337,1113.4814162903783
190.469551336044,1970,High,623.9209383493626,5,Single Family,98.34166939008195,1746.7086387744823
181.2671317077873,1975,Medium,367.35045485321257,3,Single Family,58.578339924967466,210.2048232847967
187.15017024318072,1979,Low,518.4050486415395,6,Condo,46.173345796001044,1742.298084052211
192.0398170416352,1969,Low,693.6654553552304,2,Single Family,104.90294374495123,2463.271035535685
200.35909568205398,1974,High,709.3839242214569,1,Single Family,102.86724975791861,3022.2096633276637
209.5424269465982,1973,Low,690.0464314657081,5,Single Family,23.43448985761801,2636.7748172746597
178.42754293767294,1978,Medium,472.00252045718184,2,Townhouse,101.80550578850355,2789.0682358428376
191.3435841404044,1970,Medium,564.0229000212706,3,Townhouse,67.088389513289,1782.0650278745024
185.94361047646004,1964,Low,701.9964467101906,2,Condo,94.571852087447,2654.660494786353
189.81670878063144,1971,Medium,680.5719615924727,4,Townhouse,66.60111573566209,2383.842995285478
195.35821869626216,1977,Low,666.3166205187299,4,Condo,109.17216625302045,2402.130380606778
187.92118973791645,1968,Low,618.7494398496841,2,Condo,91.64943114747103,1373.3583150603376
175.3267514651826,1976,Medium,657.0842365682964,1,Townhouse,40.90800032733032,1844.5227819099637
171.01872052899293,1969,Low,667.7728525537443,4,Townhouse,36.123423044354276,2495.391226124026
185.47528815205322,1978,Medium,714.9572480573424,4,Single Family,85.52434840341606,3226.607000664617
189.64328911803804,1978,Low,498.25518747229455,6,Townhouse,67.67346990558941,1836.3731883500723
185.10388305660697,1968,Medium,659.0641059012914,1,Condo,71.41463849121209,1164.835819711498
189.60204475327416,1969,Medium,635.069370130327,2,Condo,87.58064328556452,3966.8388883333273
188.8342459397048,1979,Medium,600.7923624025443,6,Condo,118.95586343834862,2264.083538630693
179.93522715446093,1975,Low,524.7861393665046,6,Single Family,111.6115004386061,696.2841029277024
179.16571350937787,1972,Low,539.6019936768578,1,Single Family,79.9582836256593,2479.0348264501076
194.99901039650186,1978,Low,484.7513294926455,2,Townhouse,96.58294492155245,3828.6513994455836
200.99141566320108,1981,Low,718.6187933340218,3,Single Family,90.70309143795907,1684.395596107388
190.4004070096941,1973,Medium,522.9396108649439,2,Condo,65.26402033124704,2122.486178599267
179.48390855259973,1970,High,340.98773588296893,3,Townhouse,128.82870546882177,3244.4155417172346
188.27856265574036,1978,Low,360.3976038320912,0,Condo,85.41586768602912,2625.282843395217
161.41385455744805,1977,High,422.0922646604645,2,Single Family,35.27108736687769,2677.2928737029197
193.31189490772812,1974,High,414.87995801551887,2,Condo,81.09743216762472,2065.4108887102643
182.77990519495683,1977,High,403.1560403289262,3,Townhouse,94.59869575198209,2649.1553104682107
188.39581305660258,1975,Low,409.00249926421577,4,Single Family,81.04457500234052,1403.9898863750827
188.39569108615052,1969,High,492.9756745948831,1,Single Family,88.32732217355401,1344.537267063844
205.39064316218042,1981,Low,377.0769655214709,2,Townhouse,70.60534914664976,3447.3408531777013
189.74198752494112,1968,Low,345.4432203807438,4,Single Family,119.57180534508979,204.04734233711338
194.91873493852253,1976,Low,619.8272180380048,1,Townhouse,106.32573183699468,2289.4760842261035
183.64465748523864,1971,Low,474.2318959258649,4,Single Family,88.17046490469579,1301.308351107265
186.38594640280394,1977,High,514.8031443249797,2,Condo,73.39539245216976,1105.3579699488207
199.62914767383865,1973,Low,480.4158045589384,2,Townhouse,71.70062264361002,753.6616559687134
187.19482130725527,1966,Low,610.487126215207,3,Single Family,45.72054058872482,3107.1222026777373
199.63732286327746,1975,High,557.5742979031321,5,Condo,110.11097208244257,602.2470977382984
181.172650943464,1972,Medium,385.92011959900765,2,Condo,52.73048552982161,2018.4748288253704
180.4354789080804,1976,Low,494.4522371787519,3,Condo,107.72292995070019,3089.766087068253
178.3452810788625,1972,High,628.0189756717357,3,Condo,98.92899870218837,3404.6100996063406
202.51876694566707,1969,Low,364.51359933379945,4,Townhouse,38.55923571766913,2545.9034967656744
198.87480161472627,1967,Low,634.8037126564752,2,Condo,82.24049774616653,1708.44894543789
202.524799716824,1975,High,382.1006189579698,3,Condo,100.5621186157642,2527.868347883334
200.42021707335297,1970,Medium,642.1303712090996,0,Condo,90.37036490808306,3340.391494670784
203.30962078441343,1971,Low,717.3951747685925,3,Single Family,37.472394779532955,915.2283733721897
196.11337907572278,1971,Low,502.2318449441112,4,Condo,80.08985387241898,2235.0071596673656
183.3184681655227,1963,Low,348.69263904079156,3,Condo,41.209330755161126,3576.6209270540808
190.99281127310627,1978,Low,630.3067726949591,5,Single Family,97.46477631087897,1532.6372868966896
178.08864267478404,1970,Medium,459.9352120167181,4,Single Family,69.99999239048309,2472.398354198561
169.4448659141673,1969,Low,485.13052341193014,4,Single Family,93.18543622938684,2416.1242051783943
183.58520262173417,1970,Low,537.5151833260456,0,Single Family,71.15706816685642,2763.3153178641105
171.84177692072433,1970,Medium,464.51703708713137,4,Condo,74.09492395109699,3556.1815962282067
190.24800496296237,1973,High,606.2094709837008,5,Condo,47.833822749982474,4238.283131268385
192.46521606304017,1967,Medium,435.81509463357025,1,Single Family,94.36806963649154,1101.381347677959
184.8383600857484,1976,Low,587.6597896167866,4,Condo,92.86142434927015,2612.9694907768344
184.18838733562694,1974,High,590.4657877161952,4,Condo,94.53417658719601,2924.2918431736066
212.57819242256937,1964,Medium,664.8580803756221,5,Condo,62.332393576240094,1083.7231016257524
181.3638788767299,1964,Medium,381.6451290324332,6,Condo,99.03075483582,1626.7060968733667
188.61569005909615,1962,Low,689.060584054453,4,Condo,27.28774364138758,3082.612168582151
189.21554349529308,1971,Low,344.1890580613485,3,Single Family,33.503842318548664,3081.330855763177
187.77422930628052,1969,High,378.2074904870208,2,Condo,97.31953791019023,1838.2410699778673
169.94335172353567,1971,Low,579.5225457265989,3,Single Family,64.99589140190892,1685.0955414216
195.10967327991986,1963,Low,563.5064231558256,2,Single Family,75.0250386976355,3068.076088556258
190.4331901788256,1963,Medium,477.94970762922094,5,Single Family,114.49151396089879,936.2006694828988
208.14845381516486,1970,Medium,427.57805561863483,0,Single Family,116.83759364977028,2554.8444147965874
190.46220672330662,1979,Low,506.6441600338587,6,Condo,59.21749344742971,1686.434993902372
186.74413269059878,1975,Low,411.3635516146941,1,Single Family,76.16524632045817,1631.5943120052966
192.5502221845273,1977,High,624.6325121612658,3,Condo,41.48207067055218,3561.809943769832
199.06764968982657,1977,Low,521.1124987177222,5,Condo,94.2019516140348,4315.575929741015
185.84860647622028,1974,Medium,457.53578650394496,1,Condo,82.66032412033654,1982.355968999859
203.87483602840305,1975,High,461.94287080671916,4,Single Family,-1.3629769034884447,1528.5133356559595
164.5675538985664,1973,Medium,482.68453397650535,5,Townhouse,81.39851402783368,3162.7368269930903
181.73860974037518,1967,High,712.5068457217301,2,Condo,84.75484940418598,3424.724620710111
189.50315368724023,1968,Low,691.078726129512,3,Condo,50.67458542174482,730.6540799454292
193.95436985261045,1971,Low,719.2086826651591,3,Townhouse,83.71740538386058,2502.6992799447457
199.76232622670346,1964,Medium,370.1958075149615,5,Condo,93.41304127140387,4069.376005445635
186.40606455378182,1971,Medium,357.35598277904387,3,Condo,53.40808179982237,1709.3869671175069
193.10805459393868,1973,High,403.2456897551479,5,Condo,46.51985552298228,2305.356606129755
198.2557364575935,1970,Low,380.91629626251387,3,Single Family,73.74175242103837,2836.8620245536395
193.48257624563644,1972,High,458.9375284908531,3,Single Family,85.55115307867732,2592.9325757420024
192.4795996543794,1974,High,630.3948857860507,4,Single Family,90.19031416626552,3019.0007203748405
193.55063453555124,1978,Low,590.3783909847003,3,Single Family,143.48235337892638,3413.213978285243
181.19140351071175,1964,Medium,581.8194697256175,1,Single Family,135.33993941700078,1888.3630305324386
165.3525689819523,1960,Low,656.4462755303975,3,Single Family,66.54801507214299,3569.678238364648
172.5392877423984,1973,Low,448.1065725513763,1,Condo,82.76897457561844,470.6435514581465
178.64452353072616,1969,Low,709.1652192914978,1,Townhouse,94.34002215100891,3491.9048257564846
194.39720998562564,1967,Medium,478.21916224508266,2,Single Family,77.85436918734985,4864.563062793418
197.30626923224975,1969,Low,480.41903025271984,6,Townhouse,59.311556717412486,2403.453539289102
179.06076759240855,1971,Low,642.2938380591987,0,Townhouse,83.53590386138603,2235.176577640053
181.06111428314065,1975,Low,527.7299376451948,2,Single Family,65.61383261437743,1471.0623055848926
185.27543112382028,1965,Medium,495.36532951467603,1,Single Family,136.70341696122813,1937.3697538666636
181.76445698453662,1970,Low,389.6132459548049,3,Single Family,81.8335580684477,1908.1086449280913
197.51828485595573,1979,High,441.0778607189692,2,Condo,127.74504697270794,2962.088215241513
200.40762354987265,1965,Low,600.2738857319438,1,Townhouse,66.00860464820171,4143.584431896349
182.02799082946962,1967,Medium,713.7608718228508,2,Condo,118.8908382209296,2880.1252751078723
212.95761038733033,1976,Low,561.6439035298863,3,Single Family,112.00549304735804,2129.551571001818
