Square Meters,Year Built,Neighborhood Quality,Distance to Amenities,Number of Rooms,House Style,Local Economic Index,House Price
302.3569824369987,1984,Medium,768.2677583761417,5,Single Family,81.06486033723745,2091.070695405778
292.4948800465211,1981,Medium,840.5656417128982,6,Single Family,73.51529173600962,3177.5701249370204
267.15599905525863,1978,High,555.6729126247823,6,Single Family,98.2398159341226,3065.8416148995166
268.509948330218,1983,Low,700.252793284632,4,Single Family,71.03896060653278,4013.9992358373465
271.6509616164886,1981,Medium,604.0610614008037,3,Condo,64.06220962018409,1162.4746462685348
271.769877886542,1996,Medium,610.3519050062697,4,Condo,68.12887661379847,1657.6635674234635
275.874077526595,1995,High,539.8392825512037,3,Townhouse,44.53856366180496,2920.8193270480333
294.3949245507892,1986,High,555.3623191557823,6,Single Family,48.95039789775426,1778.451783838311
269.93407912440466,1995,Medium,813.7340676092595,4,Single Family,106.72782957046704,2109.083883070612
264.1405393947889,1991,Low,643.4714372172102,6,Single Family,71.25644193915208,3329.151852728945
282.44304432545096,1989,Medium,794.7965737206868,5,Single Family,89.69788274208292,1423.544200095737
292.25549550753374,1978,Low,547.4800612471734,6,Single Family,87.5773322037341,3184.3434231920937
264.1939815081316,1996,Low,705.1549946804668,3,Condo,104.53389909341868,2866.357060268947
228.45239604613903,1990,Low,793.5418735262508,6,Townhouse,61.2540119738734,2898.5044147918597
281.0652384564116,1985,Medium,827.3312122478595,4,Single Family,82.58217239511411,1165.4706409069838
220.81376844783827,1989,Medium,695.4855792693813,8,Townhouse,55.543584881857704,1594.3374646015213
315.6305825530793,1988,Low,601.6426827170931,8,Single Family,110.06792537853991,2016.0967098506574
304.4395915457579,1979,High,559.5062284453811,7,Single Family,69.48612948971332,4364.817622660669
287.06582062581674,1983,Medium,568.4456629387231,9,Condo,89.50009907524968,3016.6530060779332
291.17165766942685,1985,Low,596.8234728331162,3,Single Family,63.118510626943596,2741.4683357796584
284.46592833695865,1988,Low,553.2027454055933,5,Condo,41.725003149155214,3722.8672648391007
307.24495945896297,1980,Medium,682.9364129269886,4,Condo,68.03693640721823,1937.9691443451538
265.9741240572303,1998,Medium,555.8648791764687,5,Single Family,63.124345919854484,2155.3969396986786
317.4776986212873,1979,Medium,599.7021607770426,3,Single Family,70.39651863400394,3460.5393831256283
234.45246692921552,1980,Low,576.1167354890665,4,Condo,50.352188460599315,2487.8662944262433
276.6604854925879,1986,Low,804.7724531432964,2,Single Family,86.81881779711385,2535.613415523615
312.6948484686822,1981,Low,652.8296310864762,3,Single Family,30.76750664103234,2627.3371460407334
269.9092443430639,1987,Low,452.3174791471696,4,Single Family,51.4286596481069,3252.0010581770903
281.82638957757626,1988,Medium,776.0755538725622,2,Single Family,60.36533763127362,3628.0540043085803
277.86976878536353,1987,Medium,580.0419715267524,6,Single Family,82.41298686572215,2300.3591749554785
243.57694466968132,1991,Medium,794.1613823013408,5,Single Family,77.92804356879275,1717.8196985143536
290.0847599332535,1997,Low,524.6352413567059,7,Single Family,27.091811933929826,2029.2874344929344
335.9513947867092,1985,Low,702.3074846996378,6,Single Family,66.79757663071209,3862.959214494803
281.0288511425348,1983,High,687.3886031504343,3,Single Family,52.46164617844914,1473.375315961141
312.5786233829679,1986,Medium,666.90267327577,8,Single Family,51.051435613494945,2314.565356842071
316.77246935210695,1984,Medium,568.332131111386,7,Condo,78.42372791229734,2446.965759465547
287.38290589106373,1984,Low,738.5842815775238,5,Single Family,69.75336397010386,2297.165071588273
268.2625351625178,1983,Low,548.5297494568,3,Single Family,54.698570148953095,1089.1134079983592
313.57542138207094,1990,Medium,774.2349553472881,3,Townhouse,84.76865299495446,3261.6839089079954
266.1447499947543,1986,Medium,457.8291676539846,8,Condo,94.75525271098553,2779.13617826264
264.23606905069306,1988,High,533.9829400320532,3,Single Family,74.66765014637141,1599.6489941336295
273.69313350255476,1985,Medium,739.7848173838729,7,Condo,87.14851215205647,3075.270821535493
270.24267163959735,1980,Medium,749.9451878881628,1,Single Family,71.67385363396554,3835.624383610525
232.48845611199022,1982,High,765.7973438970735,2,Single Family,70.97000679618641,3076.7511776338843
290.34135076807235,1989,High,745.7093907121393,7,Single Family,32.71332338376546,3992.791507625647
236.58298281047323,1977,High,823.6522402241835,6,Condo,86.60025169470447,3437.16420744274
269.72317090600933,1991,Medium,790.0935110484813,3,Townhouse,85.4107251314813,54.958775819530274
296.4706402126014,1990,Medium,787.3017554503399,6,Single Family,90.90977983934998,3599.122147431479
318.12287056538094,1982,High,491.604857027849,4,Single Family,80.12310210046778,3321.6752026153217
332.62055976479854,1993,Low,526.7331440309842,5,Single Family,51.78465766647594,3052.1760428527577
256.28830856362674,1991,High,628.8941064188019,3,Single Family,92.58363327444364,3740.48449840419
