Feature01,Feature02,Feature03,Feature04,Feature05,Feature06,Feature07,Feature08,Feature09,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20
1.0,-1.183232469046494,0.1924814847785975,2.02740346377601,0.35216530323129625,-0.4018662728812866,-0.12732702612524552,4.0,4.0,1.0,-0.42450399298344926,-0.14904125080104944,0.0,0.919722131228286,0.1250093032413259,2.099320370112005,0.8289833245825788,0.0,1.0,2.236523015048643
0.0,-0.35299523583957637,1.1074642532259822,1.0587987353028694,-0.13808948186056,0.04121772811949875,-0.2786628309549223,1.0,4.0,1.0,-0.19428054365521438,-0.802899707916256,1.0,1.547801638749161,0.5640045609979828,0.5788152311467524,-0.06148385524723075,4.0,0.0,0.8413708064691346
1.0,-1.779778699820598,1.061833462551381,0.6862315343136048,0.6842170653205185,-2.0104793530047957,0.7429609775061454,2.0,0.0,0.0,1.0175747949288938,-0.7435866345410442,1.0,0.1853734253598295,-1.234349197289366,0.9123236831135855,0.94241452911658,1.0,1.0,-1.836628999235814
1.0,1.114255788849081,1.0203374177529998,-0.5412428074325919,0.8583199578553787,1.7883126297992769,0.1510648384205922,5.0,5.0,1.0,0.886473162128034,-0.5009846032379972,0.0,-0.12807460249805383,-0.3257367742377754,0.15480899275841042,1.0011191330521954,3.0,0.0,0.6436034129489199
1.0,-0.37149582125704705,0.19934494064965289,1.0958156702857265,1.65485261318735,1.504452783826408,0.8219364769161246,1.0,0.0,0.0,2.207801648699345,0.5181203063990787,0.0,1.1059092876767753,0.6277999864226859,0.2935579164813027,1.0781233012497489,6.0,0.0,-0.7386738776364004
0.0,-0.10413439352461926,1.733125594945018,-0.5604206101468272,1.0529095909467976,2.356680008578526,0.20668625162228207,2.0,2.0,1.0,-0.361547854118712,-1.0289146571478227,1.0,0.553777075766064,-0.42985825443732656,-0.3091361089937053,-0.12489113857762582,4.0,1.0,1.3120398972492042
1.0,0.3497261847052078,0.001799340570942734,-1.0843930456898523,-0.1273095418604982,-0.858855342119591,0.9244229763546645,6.0,2.0,1.0,-0.465984009409909,-1.3091432397010938,1.0,-0.002646305558608995,0.32523833292495663,1.1347449325964756,0.8711884598642019,2.0,0.0,-0.27339584995914057
0.0,-1.9314317221435118,-1.012021290244279,-0.01837648031282631,1.3538762592573468,-0.5394522136883668,0.8571488084996118,4.0,4.0,1.0,-1.000282163908854,-1.7932783920004143,1.0,-0.43089589635058617,-0.39255022915407245,0.08883522751637771,-0.1880379914353057,5.0,0.0,-1.325504478374967
5.0,0.03575917284690772,-2.7047189060795054,-0.5891601037539729,2.7291147669818483,10.265574692671048,4.774309752215413,25.0,15.0,5.0,9.463614631220924,2.131495912185564,5.0,0.17707434067861821,6.028612463015845,-3.3110064687644316,-0.058514520899854684,10.0,5.0,1.6912084586511702
1.0,0.24974436603958353,0.8697952151268131,0.8726354235603274,-1.0986044890005773,1.8007290247309429,-0.6065767308824536,4.0,6.0,0.0,-2.135074896376019,0.6781476190783062,0.0,-1.7703617292988236,0.024464320091834836,-2.66836070297649,0.03899935201349223,7.0,1.0,-0.2769215509700206
0.0,-0.4820473942114624,0.6951720890100633,-0.6815184466737477,-1.4314388078080738,-0.45590276987769895,0.6777470891815519,2.0,5.0,0.0,-0.5771591897758573,-0.5406506667213149,0.0,0.28533354099087865,-0.5999444715299563,-0.8698126936844583,-0.0792994084609088,4.0,0.0,0.4241348217886917
0.0,10.685500576076969,-18.48399947291654,0.680200014770861,9.744588170579009,-5.769603814075256,0.012835829859533623,5.0,15.0,0.0,0.050213112405043704,-2.3895093464292376,0.0,7.503366204366477,1.5930294566283234,-0.8372197656249946,0.17453545337536033,30.0,5.0,1.7559934665238814
1.0,-1.2300396697304583,-0.2191622137783158,-1.1469465972141124,0.34237437401592596,1.7295850163895101,-0.12909531924520298,2.0,2.0,0.0,0.28611974285343267,0.8686901020789682,1.0,-2.0594673870064755,0.3211503164655337,0.057625463452813,-0.18895202822191762,1.0,1.0,0.3619322249608947
0.0,2.3403845659992406,2.5485255681963417,6.678983652654845,-4.402594529950231,-3.6554609712009127,-2.3746055007637747,30.0,15.0,5.0,2.1088971802881176,-0.7523135766525204,0.0,-11.41613521894865,4.843462654719426,-5.834886339252926,4.986379538944915,5.0,0.0,1.87126488701929
1.0,-1.1285645369953285,1.0073777829419002,0.5867087314607939,0.7254633863296217,0.7551830790182454,0.33641837333780633,4.0,5.0,0.0,0.7152082312993078,0.37315180353285055,0.0,0.8543244874006706,-1.2146623318470595,-2.148064935763606,1.1218910983908559,2.0,0.0,0.8725226059511336
0.0,0.15684249380063425,1.208770306265446,-2.270569364745943,-0.40618498613628123,0.49476810084819595,-1.9454215019280587,2.0,4.0,0.0,0.09773873541991572,0.2310672119704897,0.0,2.1945097400111346,-0.9217647125060122,2.2152471877967623,1.0518985396400877,0.0,1.0,0.1767410422749969
5.0,-5.3488184662251985,-0.1264434117561024,5.9562799472726216,5.725784483365381,-1.6213166142409352,1.7184288738526305,10.0,15.0,5.0,1.8568430702814351,-4.9980205460247475,0.0,10.054738313608365,1.2098239993433086,0.018445537160782698,0.047455600544824866,10.0,0.0,-0.6178287836797318
0.0,1.0056018490923238,0.21297719507942048,0.1625070134570004,1.7165603797140594,-1.378247129973349,0.34024298160143807,1.0,2.0,0.0,-1.3527309973104753,0.4230150565885981,0.0,-0.19925893849797588,-0.541775744295186,-0.3222227649803144,0.08107965353006034,2.0,0.0,-0.2544025021978714
0.0,0.14341968423506118,-0.07888999515037998,0.0890348542336053,-1.0159413925673426,1.1950167083231322,1.0686241275185535,4.0,3.0,1.0,-0.8053219847680825,0.16527974700710135,1.0,0.67630072275379,0.15100104805181044,0.19371424696680195,-0.03082053715812684,1.0,0.0,-0.35637927648809775
1.0,-1.568888443852164,0.6568938155725244,1.7952206936349888,-0.74213560001563,-1.1407346837652932,0.1340085715631853,2.0,3.0,0.0,0.6728213083653513,-0.5716406526388805,0.0,1.2535998384182436,0.24524331568274918,-1.0689930355335262,1.116071007181322,3.0,1.0,-0.2703373995371844
0.0,0.16527464822122612,0.6492857075895754,-1.6352405437277708,-0.21141176416759355,-1.6148001354343324,1.374692924963931,2.0,4.0,0.0,0.30801883270708624,-0.34125385326816676,0.0,-1.4040699736443514,-0.9038759217741966,1.0923735931985445,0.07218732934689225,4.0,1.0,0.860922935102962
0.0,-0.6519097025185426,1.8307077433507473,0.43381658127043077,-0.5476859227390602,0.14534502653736509,-0.39242565475500624,1.0,1.0,0.0,-1.0460187756154826,-1.3752419073468147,1.0,-1.7799585674246752,0.28303199155569597,-0.4792701915149268,0.014904487629985287,0.0,0.0,1.3310279002169862
0.0,-0.18994027682425588,-0.7603088780249883,-0.35553874155751053,1.2640205391855723,-1.1960279135287595,-0.5108565853109444,2.0,11.0,0.0,1.1372293397293336,0.7984634369479264,0.0,-0.18496195923338815,-0.5297029569954416,-0.7249587366334049,0.06126591472798381,5.0,1.0,0.7968326802253469
1.0,-1.7112208603167465,-2.0711989671454116,-0.9144682796161742,-0.04388376690430853,0.3467552849188549,1.5973353237469543,1.0,2.0,0.0,0.27120909543837884,0.18910832347517972,1.0,-0.8689568281396522,-1.577619042297928,-0.5939594510566264,1.0016321944413207,5.0,1.0,0.31010594640479433
0.0,1.3059950058186662,-0.49791148634148824,1.3439308674733663,-0.29583290883163216,1.6256096003254612,-0.573648735943116,2.0,2.0,0.0,0.00844423578459786,0.12960435394181116,0.0,0.34934524189739974,-0.01153138454038465,-0.6739269797617237,1.1502827924653531,7.0,1.0,0.0949399796174438
1.0,-0.8326104891290587,0.31257404464194183,-0.8765571971246189,0.37666321161953575,1.0185628227807995,-2.2181778820013074,6.0,3.0,1.0,1.0311513523016067,0.08116047289977732,0.0,-0.33085311433310605,-0.40962037762838704,-1.1263366541481818,0.8813573220830409,2.0,1.0,0.2404381947361172
