Feature01,Feature02,Feature03,Feature04,Feature05,Feature06,Feature07,Feature08,Feature09,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20
6,4,3,5,2,2,2,5,5,2,4,2,1,2,0,6,4,3,5,3
1,3,2,4,1,1,5,6,3,1,3,1,1,3,5,6,6,3,7,2
2,2,1,4,4,1,2,4,1,2,1,4,1,5,3,3,2,3,2,2
2,5,3,3,4,7,2,5,3,1,3,2,1,2,4,3,3,3,2,1
3,1,6,4,4,2,1,2,1,4,3,3,3,4,4,1,2,0,2,5
5,2,2,1,3,5,5,0,3,2,2,5,3,3,1,3,0,4,3,1
20,10,15,25,20,15,20,10,25,25,20,15,25,10,10,20,15,25,0,15
1,2,2,0,2,0,2,3,1,3,2,4,3,3,5,7,3,2,3,5
2,3,2,3,5,8,1,0,2,6,3,1,2,5,1,3,3,1,3,1
30,10,0,25,10,20,20,30,5,15,15,15,0,20,5,10,25,20,20,10
1,1,0,2,0,0,4,3,1,3,5,2,8,2,1,6,0,3,1,5
4,3,4,1,3,3,3,2,4,8,3,3,5,3,6,2,6,5,4,3
5,3,1,7,6,8,6,2,3,7,1,1,1,4,6,1,2,3,1,2
4,5,3,0,1,3,1,3,2,2,4,5,2,4,1,5,4,2,2,5
4,4,3,2,4,5,7,4,2,1,2,2,8,2,3,3,4,3,4,2
3,4,5,7,4,0,3,3,3,2,3,2,3,3,2,3,0,4,2,1
2,1,3,2,5,6,3,5,3,1,4,1,3,1,2,2,3,8,2,2
0,2,3,3,6,2,1,5,2,1,0,5,1,2,2,1,6,1,1,1
5,2,2,6,2,0,7,2,4,2,7,4,2,1,4,1,3,2,0,3
4,2,2,3,2,2,0,5,2,2,1,1,2,2,3,6,6,5,4,3
6,3,8,1,3,4,4,6,2,0,5,3,4,1,5,5,3,0,5,1
1,0,4,3,4,3,5,1,3,6,8,5,0,3,4,3,3,3,2,4
4,4,3,2,2,3,3,0,3,0,4,3,6,3,5,3,5,5,4,1
0,2,2,1,1,2,3,1,2,5,3,5,0,3,0,3,1,3,4,4
7,1,5,4,2,2,3,0,4,4,2,2,4,1,4,4,2,4,2,2
4,2,2,5,3,1,2,2,3,2,4,4,5,5,3,4,4,2,3,1
4,1,5,3,3,3,3,4,1,1,3,2,4,1,3,8,5,5,6,2
4,2,4,4,4,3,3,6,3,4,3,3,3,3,3,1,4,5,2,4
1,1,3,3,3,1,3,4,2,1,0,5,4,5,4,1,4,4,4,2
20,35,25,10,20,15,15,5,5,30,5,35,15,0,15,15,15,10,10,15
6,2,2,3,3,4,3,2,1,3,4,1,4,2,5,4,4,7,2,3
5,5,4,5,4,1,1,0,6,5,4,1,2,2,2,3,1,2,4,3
2,6,5,1,1,3,2,1,2,1,5,2,3,7,4,5,2,1,7,2
1,1,1,5,4,9,2,4,3,1,1,3,3,1,0,6,2,2,5,2
2,3,2,4,1,1,3,4,3,3,4,1,4,2,3,3,4,4,4,4
4,1,4,4,3,4,6,2,2,4,3,5,3,4,7,4,3,3,3,3
2,5,4,2,2,3,2,1,3,4,4,3,3,3,1,2,3,4,2,2
2,5,2,2,4,1,5,3,5,6,3,2,3,3,4,2,3,3,3,4
2,2,4,5,3,2,5,4,2,1,4,1,0,4,4,4,4,3,4,3
3,4,0,4,1,5,2,1,3,1,5,1,3,5,2,4,4,2,3,3
3,3,4,1,3,4,1,4,7,2,3,7,4,4,3,1,4,5,2,3
2,6,3,1,6,4,5,0,2,4,3,3,3,4,3,3,2,1,2,3
4,5,2,2,5,1,5,3,5,1,2,3,4,3,3,1,1,2,3,2
5,1,2,0,2,4,4,2,4,4,3,7,5,3,2,5,6,5,4,1
2,2,2,2,4,3,2,2,4,3,7,0,2,4,3,0,0,3,5,6
0,7,1,5,3,2,3,3,2,5,3,4,0,1,7,4,3,1,1,1
3,4,4,3,6,3,2,2,1,0,2,2,3,2,0,1,2,3,1,4
3,4,1,3,6,3,6,2,7,4,5,5,3,4,1,0,3,2,3,3
5,10,20,0,10,20,5,25,25,10,5,15,15,5,10,45,30,30,10,30
1,3,5,2,2,2,7,4,1,4,3,1,3,1,2,5,1,1,5,3
3,2,0,2,3,2,6,2,5,2,2,2,3,4,7,4,3,5,4,2
2,5,5,2,4,2,3,4,6,3,5,3,2,2,3,6,6,0,5,6
6,1,2,3,4,2,4,5,2,3,3,3,4,7,5,1,3,4,3,4
3,1,2,3,3,5,2,3,2,5,1,2,6,3,3,2,1,1,2,4
6,2,4,5,5,2,4,4,4,4,2,1,6,6,2,2,2,2,3,5
0,1,1,0,5,2,2,3,4,6,5,4,6,5,1,1,5,3,3,5
6,2,4,2,2,3,5,1,3,3,4,5,2,6,5,3,0,5,2,5
4,1,2,4,6,2,2,1,1,3,0,0,3,6,1,4,4,3,3,2
1,1,0,3,7,3,3,6,3,3,2,3,7,3,4,4,8,3,2,3
1,2,2,2,3,4,4,4,2,4,2,2,5,2,5,6,5,2,2,7
4,6,3,2,7,6,5,3,3,1,6,3,3,6,4,4,4,3,3,1
7,2,2,3,2,1,0,6,4,5,7,2,2,5,0,5,2,2,2,1
1,0,4,2,3,4,1,6,4,4,2,4,1,2,4,4,4,2,3,0
10,35,20,5,5,0,20,20,15,5,20,15,15,10,0,5,10,25,15,5
1,3,1,3,2,2,3,3,2,1,1,3,2,5,2,1,2,5,4,2
3,3,3,0,2,5,2,1,4,4,3,2,3,2,1,2,9,3,0,2
5,3,3,4,4,3,5,4,1,6,1,1,6,3,2,5,3,3,5,1
4,2,1,2,3,5,4,1,0,2,4,3,6,3,2,1,3,2,1,3
3,2,1,4,3,2,4,0,6,3,2,1,1,1,3,0,2,7,2,5
1,2,3,0,3,4,3,2,4,2,3,2,5,2,3,4,3,7,4,4
5,5,5,0,25,25,25,20,10,25,5,25,0,10,5,25,10,0,5,5
4,2,1,2,3,2,4,1,2,3,2,5,2,5,5,2,4,2,4,3
4,1,5,3,8,5,4,4,3,3,4,4,4,1,3,6,3,1,3,2
3,4,1,4,2,6,3,4,3,6,4,3,1,4,3,3,1,5,2,5
10,10,15,10,5,10,5,25,30,30,15,0,15,20,15,20,15,10,5,15
