Feature01,Feature02,Feature03,Feature04,Feature05,Feature06,Feature07,Feature08,Feature09,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20
6,4,2,3,1,2,2,5,3,2,2,1,5,2,6,5,0,3,0,2
1,1,1,1,5,4,3,2,4,4,4,2,2,6,2,4,4,1,3,2
4,1,2,6,1,6,4,3,3,2,2,5,2,5,5,2,1,0,1,3
4,3,2,1,4,0,3,3,2,2,3,8,3,3,3,1,2,4,1,2
1,2,2,4,0,3,5,2,3,4,5,4,3,2,3,3,0,2,3,1
4,5,2,1,4,7,2,4,4,2,7,3,2,6,6,3,6,3,4,2
4,3,1,4,8,4,2,2,5,5,4,4,2,1,3,3,2,9,3,6
7,5,3,1,2,3,3,3,6,8,7,6,4,6,3,1,3,5,4,0
15,20,15,10,15,30,25,30,25,25,25,15,15,15,15,15,10,0,10,5
1,5,5,5,5,2,7,0,2,3,3,4,4,5,1,3,0,3,4,0
2,3,1,7,4,4,2,2,4,6,3,6,2,2,1,3,4,3,5,5
10,10,15,20,25,15,0,25,20,30,10,15,10,15,5,15,25,15,5,20
1,1,2,4,1,3,3,7,0,1,2,5,1,0,4,5,3,2,4,4
0,4,1,3,3,5,7,1,1,2,3,2,1,6,3,3,1,2,1,5
1,1,3,3,4,1,7,5,6,2,3,3,1,3,2,3,2,4,3,2
3,2,2,7,6,2,5,3,4,3,4,6,3,2,4,4,3,7,4,4
7,1,3,4,2,5,3,3,2,3,3,5,4,3,4,4,4,5,1,3
2,5,2,5,2,1,3,4,3,5,1,3,1,4,5,1,8,2,1,2
15,5,15,10,0,5,15,40,30,10,15,25,15,15,10,25,15,20,25,10
3,1,5,4,3,2,2,3,1,3,3,1,5,5,5,2,2,1,7,3
15,25,15,30,5,15,15,15,15,10,5,15,5,30,5,30,10,20,15,20
3,3,1,3,4,2,2,1,2,5,4,2,5,3,0,2,3,5,4,1
5,4,2,1,2,0,5,1,2,1,4,2,0,4,4,4,4,1,2,2
3,1,5,1,4,6,3,0,4,4,4,1,6,2,4,1,4,2,1,3
5,4,3,2,3,3,5,3,2,1,4,3,1,5,5,3,3,1,2,4
3,2,3,4,6,3,3,2,2,3,2,3,4,4,7,3,3,4,3,2
4,4,2,2,1,5,2,2,2,2,4,4,2,2,8,2,3,7,2,3
3,2,4,4,2,2,4,5,3,2,2,6,4,4,1,2,3,1,4,2
4,6,2,3,6,4,0,1,6,3,0,4,2,3,5,0,3,6,1,3
1,3,5,4,4,2,2,6,3,1,1,4,4,2,5,2,5,5,2,2
8,6,4,2,3,3,4,4,9,4,4,3,4,3,3,2,2,7,1,4
5,3,1,1,3,2,6,5,4,3,2,3,2,4,3,6,5,2,5,0
10,5,10,10,10,25,5,25,15,15,10,5,20,10,30,15,10,35,5,10
4,6,3,6,2,1,6,4,4,2,3,2,2,1,3,1,4,3,4,2
3,2,0,6,5,4,4,3,3,2,3,1,3,4,5,4,3,6,1,1
3,3,6,3,0,3,4,2,2,4,1,2,2,2,2,2,3,3,5,4
3,2,2,5,1,2,1,8,2,5,2,2,2,4,2,4,2,4,1,3
5,2,4,4,2,4,1,4,4,3,1,2,1,1,2,4,1,2,4,2
4,1,5,2,5,2,4,3,2,1,6,3,3,1,3,4,3,2,2,1
6,5,4,3,2,6,1,3,2,2,9,3,0,3,4,4,4,4,5,3
2,6,2,4,1,0,2,3,3,1,5,0,4,2,3,1,1,4,2,3
1,9,5,1,2,5,0,6,2,6,2,2,4,3,3,6,3,1,1,5
4,1,3,5,2,7,1,1,6,6,4,2,3,1,1,2,9,5,1,2
2,2,5,6,1,5,1,3,4,3,1,1,8,1,4,7,2,4,2,2
4,2,2,3,5,6,4,5,3,3,2,2,1,2,4,3,3,9,7,2
4,1,2,0,1,5,1,2,4,0,3,4,4,3,3,2,3,1,3,3
35,15,15,15,10,5,15,10,25,5,10,25,15,15,25,15,20,35,5,5
2,3,4,6,6,3,5,6,5,2,7,2,5,2,3,6,1,0,2,2
1,5,2,3,0,3,2,1,2,2,3,1,0,2,1,1,1,3,8,4
2,3,6,2,2,3,0,0,1,1,3,5,4,5,2,2,2,4,3,2
4,4,4,1,3,1,4,3,3,3,1,4,5,4,1,0,2,4,3,2
5,1,2,0,4,7,3,0,0,3,4,3,5,3,0,1,3,1,2,4
5,7,2,9,7,5,4,7,5,6,1,2,4,4,1,1,2,4,4,4
3,6,3,5,1,2,2,4,2,3,6,1,6,4,2,5,4,4,0,6
30,10,10,5,15,20,30,10,40,5,5,10,0,10,20,10,25,5,30,15
3,3,5,2,2,1,7,3,2,3,2,3,2,2,4,6,3,1,2,2
1,4,1,1,6,1,2,4,3,6,4,2,4,2,6,7,2,2,2,1
1,2,1,2,1,2,2,2,1,4,2,1,1,6,1,4,4,2,1,5
5,3,4,0,4,1,2,3,4,3,2,0,4,1,3,2,6,4,3,6
2,2,3,2,2,1,3,1,2,1,2,3,6,3,1,3,4,6,3,2
6,2,2,3,1,2,1,3,0,5,4,7,4,6,1,3,1,4,4,1
2,4,2,4,1,5,11,5,1,6,3,2,2,2,8,4,1,1,4,4
2,2,2,5,3,3,4,1,4,1,2,3,1,3,2,2,5,4,1,2
3,3,5,8,7,4,4,1,2,2,7,2,6,6,2,2,4,1,1,5
3,2,0,2,2,5,5,1,3,4,1,4,0,4,6,2,5,2,3,1
3,4,3,3,2,1,1,0,4,0,2,6,4,4,3,1,2,2,1,5
20,20,0,10,10,20,10,0,45,10,10,20,10,20,20,30,25,10,30,20
2,7,1,1,1,5,3,0,2,4,2,3,3,2,3,5,6,4,5,4
2,1,1,6,2,5,6,1,2,3,5,8,6,0,4,2,2,3,6,2
1,4,3,3,3,3,5,1,4,1,3,2,4,3,3,5,3,2,1,4
20,10,30,25,20,10,10,15,10,5,20,25,10,10,20,25,10,15,15,15
2,2,1,2,1,3,1,2,2,2,3,3,3,0,3,4,1,8,2,6
4,8,2,5,6,0,1,1,1,6,4,3,4,4,3,3,2,6,4,2
2,2,4,5,1,3,4,6,2,9,6,1,2,2,2,1,0,4,1,3
3,3,8,3,4,5,5,4,8,5,5,3,7,3,4,5,4,3,4,5
4,2,3,3,2,2,1,5,2,4,1,2,3,3,3,2,2,5,2,2
3,1,3,3,5,4,0,4,1,2,3,2,3,5,3,3,6,4,2,3
2,0,2,3,4,3,2,1,3,3,2,3,3,1,4,1,0,7,4,3
0,3,2,3,0,4,3,2,2,5,5,3,2,4,2,2,5,4,4,1
4,4,5,8,4,2,2,1,2,1,0,8,6,0,3,6,4,2,4,1
3,4,4,4,3,3,3,0,0,5,3,3,4,1,5,2,2,0,4,0
4,1,2,9,4,0,4,5,4,2,2,1,0,4,4,7,0,3,1,6
5,2,5,1,1,6,5,3,0,4,4,2,2,2,0,3,4,3,1,2
2,7,3,4,2,3,1,5,4,2,5,2,3,4,4,3,2,4,2,6
3,1,4,9,6,6,4,4,1,1,1,6,3,2,5,1,3,2,3,3
3,3,3,2,4,3,2,3,6,1,2,4,5,2,0,2,3,3,2,4
3,6,5,1,3,2,6,4,5,3,3,4,0,3,4,4,4,6,5,2
1,7,1,3,3,3,6,6,3,1,3,2,3,0,2,2,3,2,2,4
3,5,3,3,0,5,3,2,4,3,4,3,2,0,4,2,3,4,1,1
3,1,3,6,3,4,7,2,0,5,2,3,3,4,3,4,1,4,0,2
2,2,3,5,5,2,5,1,2,4,3,2,3,2,4,4,3,5,1,3
0,5,4,3,1,3,3,2,1,6,3,4,4,2,2,5,6,6,1,2
3,0,3,3,1,2,7,2,3,3,2,5,5,4,3,5,5,4,5,4
3,3,2,5,0,0,2,3,1,2,6,4,4,4,4,3,3,3,6,1
1,2,2,1,4,2,1,2,1,7,3,0,4,1,1,7,2,4,3,3
2,3,1,1,0,5,4,1,6,5,1,0,6,6,3,3,3,1,3,1
5,4,5,5,4,5,7,4,2,0,2,2,3,1,3,2,3,4,2,3
3,3,5,2,4,3,1,4,2,2,4,0,2,5,1,7,1,4,4,2
