Square Meters,Year Built,Neighborhood Quality,Distance to Amenities,Number of Rooms,Lot Size,House Style,Local Economic Index,House Price
266.78767579154584,2012,Low,476.6803061045554,6,1382.4102699590098,Single Family,136.77536608203124,3424.2630092997424
241.80173135241483,1999,Medium,192.65455357847344,5,1489.2603175617892,Single Family,131.36284977607167,3514.0616919030776
279.2771317982157,1985,Medium,387.01129516836295,7,1192.2681474187234,Condo,124.60437128190003,1991.8227689901803
285.25157820704004,1997,Low,243.66123052524705,3,1570.3332801451963,Condo,105.66662925823337,4875.028877221151
289.06894015967026,2022,Medium,542.9274757847389,2,1860.2053637207086,Single Family,108.29964961089016,2408.174941952857
253.69551266584324,2014,Low,512.537942736114,2,1774.7919358164106,Single Family,139.36347405893397,2567.9358483930937
280.7847628976614,2010,High,441.91347626783727,2,1655.162807897099,Condo,129.72841221105435,4777.018142776331
276.2611800468553,1997,Low,453.47722956499945,6,1319.1277357318886,Townhouse,113.83707359350082,4333.465831080216
267.977544569788,2007,Low,242.82173351557662,1,1683.4624212693484,Townhouse,128.1420133847821,4026.0152808969465
257.07240983280076,2003,Medium,444.71088850618855,4,1754.2003219074359,Single Family,126.93347979177453,5397.285543196222
276.1877497842156,1999,High,438.2567108727808,6,1277.0243058788174,Single Family,133.53167980045217,3511.392559128166
273.89660229698205,2006,High,289.7027218343803,4,1827.4515017477167,Condo,113.84562780456503,4275.86707830456
262.0446703084358,2017,Medium,530.6159696506264,3,1090.9094217563709,Single Family,134.52402457494065,4511.309717698381
265.7209663607527,2017,Medium,441.46916295036226,3,1404.1867488158023,Condo,128.69332183054738,3364.227393570694
295.2383172698407,2016,Medium,83.4010934624157,3,1716.4297409922515,Single Family,145.81737301670162,4641.383021159671
289.0134018174682,1996,Medium,269.938131244035,4,1722.0481318606737,Single Family,126.83934384864396,4531.841313164245
265.782487371009,2013,Medium,570.7002020123718,5,1387.5387205882469,Condo,124.18721174882583,4034.172794686946
273.6276306564357,1991,Medium,174.75419165051852,1,1697.8994046832843,Condo,130.12876555466352,4081.9063008088997
287.04438263585143,2001,Medium,255.74662040170273,4,1640.2975139442078,Condo,137.1588132400854,4203.115292850232
291.3183634223033,2003,Medium,161.10165145896184,2,1756.4212230865633,Condo,111.89515014104774,3319.589798409321
277.7528356176209,1993,Low,233.403259713357,5,1895.9158191510433,Single Family,158.17348193917942,4583.367781497173
290.05687465877537,2021,Medium,487.97096174110516,4,1223.8188749627157,Townhouse,119.15333654494563,3713.812263410619
280.8591348919605,1996,Low,207.51306528806242,3,1179.3397489912322,Single Family,124.62731082862966,4795.976263245762
266.19740423856996,1992,Low,48.99865677061234,4,1739.7081223824134,Condo,148.7265208220484,1706.680627293103
300.32914812874344,2012,Medium,188.22900360040802,4,1604.8780009717602,Townhouse,120.30435312569789,3696.5534165118183
277.7401405203999,2013,High,417.43272877487914,4,1536.9841293294685,Single Family,135.36762877957102,4653.156925428006
270.0605921353849,2002,Low,285.021646233367,1,1538.8430108811617,Townhouse,137.80153867834682,3174.7629224817274
281.30707107467407,2009,Low,534.8577168866633,2,1217.5978731382913,Single Family,138.52561012684615,5533.13134739203
298.2605674774679,2013,High,134.4866190631804,4,1448.2594645092763,Single Family,120.17264823180386,4747.690955573559
264.5670200150154,2006,High,420.4993979419463,3,1411.894152159464,Townhouse,120.4521407878955,3968.7560907836582
292.6192670034714,2011,Low,356.6751329028051,6,1659.8284314148875,Single Family,146.60634832719444,4001.663769677332
261.5857600099889,2006,High,396.8974316116168,1,1341.3567412728717,Single Family,129.78595604877918,4128.51746834663
309.13216828821396,2003,High,85.89932143195063,4,1285.8077470980184,Townhouse,131.25330110231542,3553.1221579526455
281.59954588517286,1998,Low,301.5402812914204,0,1775.6808197504183,Single Family,128.35678936757915,3416.1257525864817
301.84273947858856,1998,Low,213.23621929224265,5,1302.3023885636967,Condo,159.64173142601427,4051.049476681415
