Square Meters,Year Built,Neighborhood Quality,Distance to Amenities,Number of Rooms,Lot Size,House Style,Local Economic Index,House Price
201.4400657292121,1981,Low,209.60556168584168,5,1168.1408192866274,Single Family,168.73663194203496,2847.179228646044
252.38997082787597,1976,Low,281.8441036475176,4,284.49455153964936,Condo,131.94148036264417,4418.593396751596
214.49119695632072,1982,Low,499.81708185716604,1,1129.5651530453779,Single Family,153.9302445448031,856.8661531025302
236.92035041211147,1969,Medium,385.4656023098586,5,550.6946719774902,Single Family,110.29889420147751,1790.4305374660717
188.0565211057233,1982,Medium,473.73514033379524,2,1171.752744894675,Condo,122.87361737884261,2656.1593359271174
282.7064085203026,1971,High,525.4961662725536,6,538.4822261581097,Single Family,122.78606681235931,1499.3227894039896
204.8344889698807,1980,Low,527.4871850688403,6,508.72508099736535,Single Family,137.43551220860004,4462.8597103297125
227.6122872463455,1981,Medium,283.43748809168443,2,343.08531771191053,Townhouse,100.37821178491716,2713.1430331051097
187.7872381327805,1974,High,380.7894518894549,3,585.0218503975266,Condo,105.08394715215223,3418.8727692955244
184.03586644727082,1985,Low,378.3148428483321,6,621.0522479165303,Single Family,110.32781564216833,2855.686398515252
258.6305584525644,1983,High,325.6888825178447,2,615.1459067036297,Single Family,146.39106570293043,2272.0206704230704
228.20807139445117,1977,High,590.9147673522929,5,785.9802184945734,Condo,133.63682742843915,1461.2988738690576
266.01546298162464,1978,Low,420.223738778467,5,993.5146436543366,Condo,144.8813245699771,1290.810862157695
209.6830299527812,1975,Medium,618.8715269964939,3,-14.303709899571913,Townhouse,177.62801998697637,2889.0059107855186
209.23005869049484,1973,Medium,611.9283826231785,6,677.5824765727399,Single Family,174.1403640079871,1494.4463661310901
238.45428441733787,1973,High,443.3577450113489,8,774.1331439305388,Single Family,121.86153686208783,3431.3458909547558
209.562828141688,1978,High,483.3480686379529,4,748.0432643800625,Single Family,153.85527758099232,3990.2839677387346
234.0799472394005,1972,High,404.7814925073796,7,616.2869356812237,Single Family,126.85938185350967,3868.2606016489754
243.96240150631183,1976,Medium,581.1542264009584,5,449.4127514807235,Single Family,123.0837252167507,2001.0246966291525
218.80288612132307,1974,High,316.8163491199698,3,555.9832338971535,Condo,108.26636228089644,2928.7765410848124
214.14790998485927,1971,Medium,342.4759771909439,8,415.54556505296233,Single Family,151.9313070035183,2614.726909302143
207.5207588461777,1974,Low,585.6606969776494,5,750.2317002126406,Condo,137.46749064232594,3238.7294702846966
267.7789718432158,1977,High,266.52346378746313,2,703.4791060715156,Single Family,106.23831626149303,2363.5437951322574
204.5975574752993,1975,High,207.35881131866822,1,393.8902758697476,Single Family,169.70475908742878,2184.1622467870957
196.24192031562188,1975,Low,429.9075321149321,3,851.0772839624067,Single Family,74.54906722483824,3165.2128682132397
244.50021448828642,1979,High,205.8512260637685,5,856.7222574122613,Single Family,112.32653453098919,1420.3829856690136
226.50053971341492,1976,High,511.21965228284694,3,55.39306013726889,Single Family,140.9947907497736,1895.27228293898
197.1421811512915,1975,High,590.6304641872829,5,824.2291211753554,Single Family,138.1695927679557,1816.484034969143
231.35001159499765,1977,Medium,341.6261962020381,5,262.09333489646605,Single Family,129.29408497103137,1028.2230540437158
234.6858015091726,1973,Medium,624.0214063856716,6,763.1205501229689,Single Family,97.54773018538891,2288.020031816367
227.64689693926928,1982,High,447.4390693731907,6,1148.598322329008,Single Family,90.5742867630187,1873.3696759692734
243.33316405435372,1982,High,559.8983411205381,7,693.8620165305714,Condo,101.00377043663161,2928.4168776701317
237.40552248307569,1978,Low,294.3997470263389,2,241.37966488142553,Condo,68.76364383683676,3034.132913008475
272.5859848949764,1976,Medium,224.38340008715994,1,924.9992643457127,Single Family,114.04602072787563,3270.4639229055583
261.0342319619078,1978,Low,346.00688439526533,6,479.18360779843715,Single Family,131.87449074944945,1799.8740964980593
244.16736524007183,1982,Low,299.95326772367946,0,418.0120608690099,Single Family,109.89666501477386,2655.717812123303
236.35289625562584,1983,Low,581.7492787734564,4,868.5843401876151,Single Family,120.38240112671225,1958.0133121630706
168.6502294532525,1978,High,262.7536461722914,5,869.6463050886027,Condo,170.08609403419678,3750.7009316287017
233.9392290290973,1980,Medium,251.25498837032694,4,738.6062477950873,Condo,96.71333348342199,2351.164852805267
265.8976394232756,1971,Low,256.9262011013545,5,493.8842613564904,Single Family,152.02459577115275,1904.789231436017
