Square Meters,Year Built,Neighborhood Quality,Distance to Amenities,Number of Rooms,Lot Size,House Style,Local Economic Index,House Price
190.75542561535815,2020,Low,747.5133139698212,3,1176.4711866046418,Condo,121.21521842212172,2939.1073774948054
215.92317529127763,2015,High,439.4977250622952,7,768.590019331447,Condo,111.27751329350205,346.2546794317059
225.63354485155412,2019,Low,657.8310278039722,7,573.4936255847523,Condo,115.22138444356771,2220.5586415573284
226.7633911503468,2017,Medium,590.781553480262,5,985.2964371324231,Single Family,91.62602257878976,5909.610273805356
224.3369682607783,2021,Low,617.2964774591669,3,840.9876538546731,Condo,118.82372175496435,2808.0599338533902
219.8386813415923,2012,Medium,261.55372464974937,10,668.1891599648798,Condo,128.64867150541724,1588.6919633956636
220.68238743690466,2016,Medium,596.9308790548721,10,671.5562653130748,Condo,131.76843934417354,3704.8442375216596
245.13531752608208,2015,Low,462.5404617491197,4,911.8115729811535,Townhouse,88.64844909587508,3396.888159929483
218.9559339500312,2019,High,417.74917748619737,8,874.6512600905611,Townhouse,143.6760696543492,250.55317189866855
267.68565964730334,2019,Medium,330.8031860928167,1,668.6324153779617,Single Family,96.82414738790015,3800.050750386261
234.23506355392897,2021,Low,390.39093625534633,3,989.4141229570586,Single Family,114.21970403899243,3203.1483975817846
230.8335002799363,2018,Low,310.0914567745367,8,671.3338977247686,Single Family,92.35427571612874,2269.931598460651
203.1928443347208,2015,Low,565.4938692441108,4,740.3237051963455,Condo,92.0332369774432,1937.0459467553146
184.09772381043155,2016,Medium,351.73402495897255,6,643.0969957298963,Condo,100.39951732622978,4065.6008361155027
258.209197279948,2015,Low,475.61147891713915,5,1256.971099568037,Single Family,101.78507774963437,2657.1052390981945
230.88792086860516,2017,Low,391.3901629252368,3,1021.5033390726335,Townhouse,143.1063729594648,1056.0777534588306
238.34870071331963,2014,Medium,600.4619310507413,7,666.8942008193889,Single Family,111.9299876359365,3326.8801845383773
173.58564393953742,2019,Low,371.6792126248033,8,650.8909446369737,Townhouse,101.62093100931617,2884.7278811314445
292.1021512132172,2017,Medium,557.7331699794495,8,862.6168630705821,Single Family,99.569391376921,2713.010256485999
239.02872619883493,2013,Medium,436.3272216755952,2,700.0283781160197,Single Family,64.32621838253561,2666.0904182492272
258.0427414749098,2011,Medium,528.9462410161364,3,592.6671737923436,Single Family,87.99949199930934,3104.8739371225215
248.86406799509263,2018,Low,500.99838365582343,7,937.0779183274792,Single Family,100.14912483637944,1878.9733298422882
271.814815072215,2014,Medium,519.7193877040484,4,766.9352950376037,Single Family,78.0776664387081,2163.173314055448
295.9605152974047,2018,Low,418.26577580628907,1,1294.7786613178575,Condo,98.9280514944246,2463.5831502978003
145.70614259535597,2017,High,559.1919739384471,4,922.7876025180932,Single Family,100.94205279187584,1483.0875419773756
225.42693469277924,2018,Medium,429.9426897721479,1,676.102415151016,Condo,105.20533652091915,4367.6159703339
193.09621094182467,2015,Low,712.0324417302536,6,936.7338766445987,Condo,111.88091456225064,2278.3670881781177
235.7930173519216,2014,Medium,445.20159716989394,4,578.1592961516017,Single Family,107.5863898747791,3434.092196617228
240.30255798872903,2021,Medium,291.0411591059363,5,756.0813385787483,Condo,105.1819956031064,2967.383004989638
211.45118118706486,2023,High,383.8446361041116,1,1009.3881246330286,Townhouse,111.300671238837,3232.806842964165
256.7371039105156,2014,Low,586.8787057033516,3,970.837014666084,Condo,114.20435532000565,1612.8633114201205
226.58496728222624,2014,Low,354.4290097700859,4,859.233148291291,Single Family,115.99528432337618,2570.7066629253945
