Square Meters,Year Built,Neighborhood Quality,Distance to Amenities,Number of Rooms,Lot Size,House Style,Local Economic Index,House Price
189.41208227527,1982,Low,433.67818129017,2,1296.4809656417206,Single Family,129.63436740689454,1199.299565389274
149.14433988040696,1985,Low,537.473974951286,2,1398.028765193942,Single Family,84.69953466375877,2851.787196302284
196.99189826293784,1986,High,630.6023637909373,1,1519.414291319486,Condo,86.73210578892679,2930.757888877322
194.90841978836204,1972,Low,94.94574378003745,4,1593.0709457942296,Condo,155.08560830438927,3069.5375299890165
171.22301736597203,1978,Medium,94.7642184837249,3,1972.7791216554544,Single Family,147.32720158989594,2134.1904476146487
122.20338855573036,1999,Low,512.0889030222193,1,1907.494262252136,Single Family,202.9572800610735,3332.762500294835
150.43554108863725,1970,Low,54.33306143016296,1,1610.6355591945057,Single Family,135.69886734910511,2663.118419816564
180.4025390191035,1979,Medium,120.70452499285011,1,1445.3932305177307,Condo,111.8440840608867,969.2895057029289
110.9430516502363,1978,Medium,630.7861213832916,4,1717.1373860571855,Single Family,91.98347675549257,817.4625860913111
137.7096388754377,1985,Medium,256.10880098278096,1,1902.6806394373707,Condo,93.87386793937159,2665.0877709741176
127.09163650007073,1976,Low,115.33509237568569,0,1471.9491215907362,Single Family,95.1382119465404,2672.7786004990403
138.17606759937416,1994,High,38.705984754954784,0,1580.9677704795454,Single Family,180.44978083252818,2450.52169590592
166.01774852940977,1976,Low,411.9816756967493,6,1473.7256091844179,Single Family,53.248110800058534,3507.709056159336
178.65414364487864,1985,Low,519.8696656918991,1,1456.2676224557715,Condo,139.1629827931412,1787.388020108629
148.2763422201009,1964,Medium,616.2491851647089,2,1862.8128639296256,Single Family,110.90766729138954,-92.20266756384353
183.73232931162494,1980,High,59.45364234999863,2,1287.8892594819056,Single Family,89.27000948604761,3891.079888422828
151.9041373037531,1964,Medium,219.00516493578948,1,2079.5520918202114,Single Family,70.29183062867749,3346.5178058243478
169.30458581364613,1982,Low,249.16528858139134,1,1953.1451723093082,Single Family,171.36208883823912,2133.356531531934
182.2709278947458,1985,Low,265.1858544150979,4,1709.537009944283,Single Family,61.54211934595611,1927.7340381816734
198.577712775559,1983,Low,708.5781269383406,1,1454.6590234543767,Condo,98.14457201065375,2641.43690917107
106.18917200592841,1987,Low,431.19825778715625,2,1322.4050359598464,Single Family,78.12955759397235,699.7350693779192
193.95807042732744,1997,Medium,276.35219647298265,1,1842.3347866862225,Single Family,118.36976795845311,3475.7083848628226
175.84309034028422,1971,Medium,272.62584644964215,4,2070.251368374698,Townhouse,65.98484019715426,1661.8296283641544
153.9991842551995,1975,Low,712.254224595476,3,1477.8632344441246,Townhouse,116.38490463277324,1637.3067984661006
144.68129340065136,1990,Medium,478.3842485710228,2,1749.3548922785862,Single Family,134.57737716877747,4308.584266305517
157.43996017842173,1979,Low,787.2637117745185,0,1575.2790739112856,Single Family,146.61565873714684,765.6626293369409
184.57282525400123,1989,Low,421.01317284791975,4,1837.3443898001842,Single Family,189.7744298919627,3590.9780382519293
191.17137520830312,1975,Medium,323.4628620411864,0,2170.710548564384,Condo,175.33372527947682,1718.968208739008
170.30613996264486,1983,High,496.59749075337265,2,1819.551186115823,Condo,82.7207732832892,3048.307332051069
207.8921838482001,1975,Medium,432.852626322822,3,1918.043112885173,Condo,97.6667471271232,4760.476253813564
166.82222032770332,1974,Medium,518.130487267031,5,1357.293364796033,Single Family,127.14863985463836,1219.1628421987903
183.32976808117627,1961,High,719.3516800565573,3,1500.4972175830558,Townhouse,98.57057084336388,2537.0893243375003
172.72143252759034,1983,Low,794.3935132399249,1,1543.666092263122,Single Family,58.525460001435356,2329.670184910852
146.19901119219082,1984,Low,679.3787111235227,1,1607.1437728845765,Condo,99.24372115058041,2282.1609382936385
171.64251703857576,1980,Medium,690.1765292067198,3,1406.4492873362433,Condo,104.0817645320655,2467.0536958361026
