Square Meters,Year Built,Neighborhood Quality,Distance to Amenities,Number of Rooms,Lot Size,House Style,Local Economic Index,House Price
199.09813139743736,1975.5758488169008,Low,9.781147935469168,11,1313.5956261593215,Single Family,116.2629927027009,4294.152097134894
189.12507727151143,1952.2054417219506,High,13.814875581593519,4,1496.3058842462947,Single Family,108.00931316059977,2393.472906054367
248.6783479115736,1958.1113397812642,Medium,18.485981574938247,6,1563.3592117063313,Condo,94.2765142644176,3306.4151102550377
210.77335385153046,1990.227300748897,Low,4.239340375813384,7,1175.595155305327,Single Family,102.64198060280447,3628.6959706255175
184.4955872725708,1987.8794476929643,Medium,6.845776360293082,1,1276.3494853046823,Single Family,112.71552531124468,4293.776725642118
186.9710249211835,1968.541262812446,Medium,6.572352265651071,10,1550.3905361003801,Single Family,122.57958744105026,3791.751678603816
188.13919862595282,1976.7027220407456,Medium,13.924268604053552,4,1228.425350462402,Single Family,108.10981699735513,3025.499308985426
169.41295085375032,1984.7559875812174,Medium,7.092715533188114,15,1257.605705403306,Single Family,98.93524614095823,1966.6894072302753
234.50659999253347,1984.4310558351392,Low,4.155785544998604,4,1283.9577574994767,Single Family,104.61164236584933,1282.4662079303705
185.91991423443727,1974.3952886178784,Low,16.489797942285243,12,1658.7626640065164,Condo,102.12084985686563,2791.5925474456535
158.6569623693918,1959.0456162185212,Medium,14.81015259833156,3,1363.4824405572751,Single Family,94.18205069580122,2742.271064489705
182.7311563816076,1991.5569287118162,Low,11.857078399104715,7,1369.351867666832,Townhouse,97.73145611514272,2810.3346045019034
197.72524191117634,1927.428397457949,Low,14.484141827249175,4,1143.0066998484212,Single Family,116.45390256457931,2100.553100673954
217.21688606928285,1959.5746611665486,Low,17.727840305144333,8,1316.2317630895607,Condo,116.15278165660322,1520.6951139019347
171.16113069325203,1968.1095919847094,Medium,5.1271846829057965,3,1276.0869916190218,Single Family,131.09459278763072,2408.7507450378785
218.42784922907703,1994.2993660313998,High,16.61194935600238,6,1492.86473539702,Townhouse,100.09521318182082,1856.0555676532726
209.6556698305627,1947.5699454827657,Medium,16.608766321565916,6,1395.4284235709292,Single Family,95.34864690469985,2414.7141618560645
161.1819988590915,1950.4324965275734,Medium,7.070212722392508,8,1156.4826387322507,Single Family,105.63404611795104,3219.7864093426806
201.94760528909535,2003.9882970276044,High,14.375895478175002,2,1411.7591379027665,Condo,99.67066130713445,2228.5070189277158
192.87730832150083,1958.1447706314175,Medium,14.990527234744237,8,1225.445747499127,Townhouse,114.65914673520798,2436.1331500663923
209.34453434872307,1970.5856050270106,High,13.753178076114462,5,1521.8649390092653,Condo,94.70867574548726,2416.7022471431123
167.74727161128683,1969.126684767054,High,8.745646931462009,7,1085.2512013027012,Single Family,115.66049948227209,1414.3108587969266
180.5629448603152,1978.1931246914571,Medium,17.663558206350693,3,1306.2387083623582,Townhouse,109.3961258517586,2399.890789556015
140.51668337362793,1974.3968223829825,Low,14.828934893806183,4,1382.5335659904397,Condo,130.21615781822388,4693.973908575035
198.42163426024248,1999.1891797823698,Medium,13.732620469435847,5,1093.9033600008988,Townhouse,105.12121807536343,2252.619284022184
186.48487722772163,1973.9339739004329,High,14.768504341176682,3,1328.0722011888956,Single Family,88.5183099095556,2993.6649883129853
169.24677769221222,1997.146017476137,High,9.986689968239336,8,1404.0235825952134,Single Family,115.25037721976244,3021.908595172983
126.27459031305058,1980.8625597848838,Low,5.576907864990279,9,1251.8895301357406,Single Family,83.32888915299185,1721.8972574851475
179.82157662338503,1948.1122253957506,Medium,10.748382412453001,7,1411.7663312618636,Single Family,99.9281830832441,2739.7662024312567
190.03596251948218,1969.8881832429695,Low,9.161350919083796,3,1449.1127619630597,Condo,98.17888888682509,2498.316437911516
183.28991255983587,2003.5876791926976,Medium,8.567009711432405,6,1268.7137337396598,Condo,94.22342389652626,1519.1009171152873
175.1319418306028,1971.098107019201,High,8.604655681690183,7,1562.1279684507992,Single Family,123.82530533257236,1754.3603372572709
187.1080677350246,1978.521047140345,Low,8.156942574410166,2,1212.3512454176034,Single Family,100.58602674711759,3077.53888856938
154.10785865710608,1986.707277132053,Low,7.5000921443588275,9,1363.5713967266004,Townhouse,91.16953250355192,3202.547062158048
168.9978958113886,1964.994827252349,High,13.121499667865363,6,1337.72789446897,Condo,125.07501188061046,1610.1115261473778
188.52822093455086,1955.6310079654097,Low,12.888299393204743,10,1463.3754116737762,Single Family,96.71108311857573,4645.239772730178
200.55327814432917,1972.4283418612476,High,8.992354232053028,5,1025.7980384205698,Single Family,117.1101787564239,1231.97539531366
200.73715227736653,1978.093490764358,Medium,16.831546526849742,6,1050.299287105008,Townhouse,93.03953979357996,1003.4926669064921
200.87260435109533,1974.7907694684761,Medium,8.905839750345539,7,1365.8012068980158,Single Family,113.11152728643353,4309.525498465156
169.33229296030967,1969.9827996285621,High,5.1683174241305165,7,1421.4173207410215,Single Family,121.02395550703602,3427.8769211426834
183.01834881336023,1968.0147751092413,Medium,18.19871917538986,6,1281.9871921344527,Condo,98.59195270979156,3326.218181163563
176.85661117440495,1984.1896901658304,Medium,9.547646504989604,8,1319.5102801858786,Single Family,103.90010608244349,1158.2395492327448
185.4790399765712,1970.8287024955525,High,17.75988914324053,6,1148.2324121690306,Single Family,98.21281506142498,2841.629986048366
180.6985061673712,1977.5876715010809,Low,11.785381598659892,6,1289.7965095770849,Condo,97.83614869769085,2757.745025423562
