Square Meters,Year Built,Neighborhood Quality,Distance to Amenities,Number of Rooms,Lot Size,House Style,Local Economic Index,House Price
143.77034396952723,1974.3721819640828,Medium,9.187084249303293,7.050178457611046,1780.6724665146269,Condo,167.2199316276689,-302.9213776931276
88.09642103661207,1960.470793415733,Low,9.47732453679179,8.745986295348956,924.9287958626251,Condo,109.63809314265734,1543.9994659689173
92.14411093648357,1977.312863707201,Medium,13.288835847316843,13.40614891805077,1082.6104651569565,Condo,116.67059703023394,980.5735304322599
122.99683032300767,1981.3674370626022,Low,6.666816060210562,6.048741715665649,1127.0488357018653,Single Family,141.8184534380487,1789.6534824336295
128.7887983685889,1978.699036881614,Low,11.268401280267188,6.316193913225136,1150.7986337939437,Townhouse,105.98599968997766,2152.3630920331143
123.8217874751356,1983.9764139715858,Low,6.850477344410887,10.180757644732225,1015.4943227121498,Condo,127.73641095852685,817.1266130321267
103.42891347483186,1978.951447418348,High,5.26978550496509,6.1877377107630185,1587.244874320299,Townhouse,122.38955286805063,490.983016168944
101.73639578245769,1977.0821784089367,Medium,8.985552680360327,10.473667404120576,1205.0630655135694,Single Family,137.7101884366028,-166.87548453875797
105.1354365678739,1973.8323450495973,Low,3.893696563722572,3.2284585858042365,1736.8784536542037,Condo,105.55932848285615,1707.2408531569326
77.79144571230808,1971.779566022796,High,6.242729757199116,8.537645387377287,1660.185084659944,Condo,138.5020618037499,32.44137165866118
86.9444054443767,1976.7129833465538,Low,8.404057248880186,10.926958267459499,1446.4447663708531,Townhouse,143.95152805477528,-34.763466026154674
116.50634617554914,1977.6168499206872,Low,10.461280762027815,4.36538347995741,1503.347113988865,Single Family,147.96991190238998,-104.40694937616468
137.10255554969413,1980.9866940264683,Low,6.994607846958562,7.312695422392718,1277.0969371460317,Single Family,157.65389175863126,1533.419172848888
164.97718483602108,1976.4974700834966,Low,3.4381679259326186,12.11065573761547,1696.2800226668967,Single Family,107.69804716538634,1077.3892118412741
104.66773531360504,1969.6349153403712,Medium,9.222566281495592,7.846041672995553,1194.8121053116954,Condo,128.24439626846873,835.9968449739345
117.74503381747706,1969.870317766757,Low,6.998606748670583,7.336141743988449,1746.1869066340898,Townhouse,139.58020533034764,1555.6955987340302
108.85195411412704,1974.6304401511018,Low,8.68106400191579,10.163515082815808,1575.7595793770647,Condo,132.5999311045602,1057.2058640689793
90.9905938701816,1975.2749622253364,Low,4.751161573581389,8.795275801756372,1449.0831893682653,Single Family,147.47932307725367,799.7297067872084
160.33458620769994,1980.6867001363084,Low,5.430749058274668,5.668865737978994,1168.8727124871386,Single Family,140.59772663494851,969.2635009363619
86.48499179570142,1976.8058866366193,Low,5.230299377914134,8.119631248992999,1397.5505351758952,Condo,132.82807803200217,935.599103748222
130.24696698020094,1975.6888603560405,Low,3.3021017889291797,5.316677369387572,1074.0386950263523,Condo,121.1721440662536,973.9695684976679
130.20904127700362,1973.8850799192387,Medium,7.780819619925599,-2.0766731436923465,1599.2640623758252,Single Family,119.81855230390758,696.088577452734
125.09991244887297,1972.5003041869247,Medium,7.73915190574438,12.110796816681477,1092.1819842609632,Condo,142.66120479505696,2094.54850311488
132.16100867851378,1977.4889645627838,Medium,5.218359126430985,14.248964313713788,1350.8905567530487,Condo,145.44261655668666,1072.604269607078
139.41984545172525,1958.6902366321428,Low,9.061847986604137,8.791036776226788,1117.6836445772642,Condo,134.51327461068405,-950.0362492108666
126.23547634115629,1976.6840337784777,Medium,6.87569965189912,5.739905719710512,814.1872551484915,Condo,118.04074409714158,1027.705566733497
108.81077324045047,1971.6808195106707,Medium,11.160583843733638,10.12694523390585,1428.364795848417,Townhouse,162.2733930137063,2649.6205881622573
117.02936060229176,1978.7678484845796,Low,5.645296885821272,11.566704064553566,1506.4293143184286,Condo,138.24630127884683,-574.2202466828155
114.78260985168735,1976.6953851931785,Low,8.428157425985928,2.1402218876473853,1402.7144400078478,Condo,143.2199496693175,1817.7646606879166
110.56931531130054,1965.0685602817655,Low,9.906006675635554,3.5992476236814386,2017.1296921360565,Condo,129.51597987755483,930.6230058675337
110.29405805049655,1977.9834634544316,Low,8.762629135047906,5.571265491692656,1194.1178281241082,Single Family,108.02876864913253,2716.6315637235366
127.92216167583304,1974.259591160868,High,5.263428829403532,2.41951081637831,1611.8404171572208,Single Family,160.14839813378458,2925.115297211876
145.1233862958282,1976.5673584726565,Medium,9.83815179878758,12.338197255346472,1151.2365666531691,Condo,117.20039421907587,1926.0370688540838
135.10803708704552,1968.6074437249729,High,11.149769092435953,8.193596368291605,1627.5222200235862,Single Family,154.81974579908353,1294.4948841578405
79.26269011285025,1981.7312741642995,Medium,10.702269658320684,3.54717351525347,1376.7936012997181,Condo,136.620982605641,986.8866165914094
123.83166719583969,1977.0195316794,Medium,7.067012660064101,5.867884371875776,1207.0450567872576,Townhouse,129.34736146865006,-437.25208968284596
119.94208552620032,1965.304858867245,Medium,7.870569161064461,6.201616101539818,1257.2105118926597,Condo,138.0252785853744,720.505249682713
145.07070828208703,1978.6903926530404,Low,4.455611575001502,7.19031041610735,1237.4625019154662,Condo,139.96294888414906,1254.6444295585388
163.41365071291688,1971.9530187215983,Low,3.8547291946961773,6.697795638149048,1726.0872471464272,Single Family,102.17712092780307,1289.500766940357
131.12276081142585,1975.4432485606114,Low,7.8315147465912105,8.163631283794265,1312.4137471280685,Single Family,145.16753308198747,1582.17821112809
132.2372776679119,1978.9140989199384,High,10.844826529563306,11.669734566612401,1180.9577007883984,Single Family,129.44861510475624,2113.834311319748
133.21502024950587,1977.8981957301357,Medium,6.540816551045486,6.125102417940204,1979.3890988704907,Condo,151.5501389856848,582.1010071577723
120.22834415322804,1976.7302462457465,Low,4.73018808922818,3.1277441861349677,1246.088357775514,Single Family,152.5735774636754,1279.1957471517787
133.4120274126963,1974.1363204095544,Low,5.423524032347927,9.784103709069717,1415.225735477701,Condo,111.2059892263932,-566.0048537790019
151.75371872054237,1963.8200165395351,Low,10.305541706146002,4.704906880446195,1470.8873003388885,Townhouse,119.30830711033668,1438.1435985804271
103.13535003001111,1978.3171923070074,High,10.99576913383702,9.36982880623817,1292.9521182509181,Single Family,146.65924392720513,1141.1081140320236
164.05825436741156,1977.1084936466327,Low,7.6826028301972595,10.575312645161357,1499.080638807911,Condo,147.5602017631795,989.836366050802
86.21990028941916,1975.0974631101817,High,10.261080323786672,13.354502462388716,1862.6473803129309,Single Family,137.9792775173612,551.2585580550247
138.1860307043536,1976.2432428120237,Medium,4.654017371654353,6.722161883197895,575.026240145475,Single Family,146.31082324962043,-249.85226518724642
