0.0,0.9368000000000001
1.0,0.9344000000000001
2.0,0.9449
3.0,0.8959999999999999
4.0,0.9035
5.0,0.8676999999999999
6.0,0.8191
7.0,0.7287
8.0,0.6789
9.0,0.7195999999999999
10.0,0.7906000000000001
11.0,0.7539
12.0,0.48139999999999998
0.0,0.9379
1.0,0.9356
2.0,0.9395
3.0,0.9196
4.0,0.8721
5.0,0.8231999999999999
6.0,0.8006
7.0,0.8353
8.0,0.8266999999999999
9.0,0.6479999999999999
10.0,0.7893
11.0,0.60599999999999997
12.0,0.7793
0.0,0.9341000000000002
1.0,0.9414999999999999
2.0,0.9305
3.0,0.9007000000000002
4.0,0.8885
5.0,0.8766999999999999
6.0,0.8731000000000002
7.0,0.7656000000000001
8.0,0.7118
9.0,0.7948
10.0,0.6312
11.0,0.7368999999999999
12.0,0.80579,0.5424
