0.0,0.9549999999999998
0.0,0.9605
1.0,0.958
2.0,0.9561
3.0,0.9141999999999999
4.0,0.9423999999999999
5.0,0.8694000000000001
6.0,0.8437999999999999
7.0,0.8526999999999999
8.0,0.7352000000000001
9.0,0.7323
10.0,0.42939999999999995
11.0,0.5576
12.0,0.49269999999999997
0.0,0.9571
1.0,0.9548
2.0,0.9492
3.0,0.9504000000000001
4.0,0.9336
5.0,0.9057000000000001
6.0,0.8436999999999999
7.0,0.7743
8.0,0.6292
9.0,0.5353
10.0,0.5010999999999999
11.0,0.4976
12.0,0.422
0.0,0.9618
1.0,0.9547000000000001
2.0,0.9593
3.0,0.933
4.0,0.9019999999999999
5.0,0.9324999999999999
6.0,0.8827999999999999
7.0,0.8747999999999999
8.0,0.8533999999999999
9.0,0.5478000000000001
10.0,0.6618
11.0,0.4537
12.0,0.35019999999999996
