0,0.0,0.9476000000000001
1,0.0,0.9464
2,0.0,0.9362666666666668
3,0.0,0.9398666666666667
4,0.0,0.9339999999999999
0,0.2,0.9384
0,0.2,0.9265333333333332
1,0.2,0.9395
2,0.2,0.9257777777777778
3,0.2,0.9263333333333333
4,0.2,0.9206666666666666
0,0.4,0.9304
1,0.4,0.914
2,0.4,0.9133333333333332
3,0.4,0.9323333333333333
4,0.4,0.9246666666666666
0,0.6000000000000001,0.9346666666666668
1,0.6000000000000001,0.9335
2,0.6000000000000001,0.916
3,0.6000000000000001,0.899
4,0.6000000000000001,0.906
0,0.8,0.9343999999999999
1,0.8,0.9326666666666666
2,0.8,0.9197777777777777
3,0.8,0.9013333333333333
4,0.8,0.8586666666666667
0,1.0,0.9384
1,1.0,0.9368333333333333
2,1.0,0.926888888888889
3,1.0,0.9296666666666666
4,1.0,0.9006666666666666
0,0.0,0.9349333333333334
1,0.0,0.9141666666666666
2,0.0,0.9420000000000001
3,0.0,0.9416666666666667
4,0.0,0.9433333333333334
0,0.2,0.9374666666666667
1,0.2,0.9386666666666665
2,0.2,0.9413333333333332
3,0.2,0.9219999999999999
4,0.2,0.9413333333333334
0,0.4,0.9343999999999999
1,0.4,0.9289999999999999
2,0.4,0.9193333333333333
3,0.4,0.9319999999999999
4,0.4,0.924
0,0.6000000000000001,0.9442666666666668
1,0.6000000000000001,0.9405
2,0.6000000000000001,0.9322222222222222
3,0.6000000000000001,0.9339999999999999
4,0.6000000000000001,0.894
0,0.8,0.9448000000000001
1,0.8,0.94
2,0.8,0.9191111111111111
3,0.8,0.9083333333333333
4,0.8,0.896
0,1.0,0.9432
1,1.0,0.9305
2,1.0,0.9195555555555556
3,1.0,0.8923333333333333
4,1.0,0.9126666666666666
