6,6,0.9354444444444444
5,6,0.9358666666666666
4,6,0.9361666666666666
3,6,0.9331111111111111
6,6,0.9375555555555556
6,6,0.9407777777777778
6,6,0.9303333333333333
2,2,0.962
2,2,0.9595
2,2,0.9665
2,2,0.9665
1,1,0.9800833333333333
1,1,0.9818333333333333
1,1,0.9808333333333333
1,1,0.981
3,3,0.9504166666666668
3,3,0.9529166666666667
3,3,0.9575
3,3,0.94875
4,4,0.940625
4,4,0.9522499999999999
4,4,0.94
4,4,0.9492499999999999
5,5,0.9483381924198252
5,5,0.9449562682215744
5,5,0.9416909620991255
5,5,0.9264139941690962
7,7,0.9283809523809524
7,7,0.9346666666666666
7,7,0.9445714285714286
7,7,0.9304761904761903
