Square Meters,Year Built,Neighborhood Quality,Distance to Amenities,Number of Rooms,Lot Size,House Style,Local Economic Index,House Price
285.7321060322571,1983,High,146.11529705054068,4,1683.3006404936004,Single Family,150.7549752801723,1774.2169183040464
304.5375412552613,1980,Low,263.5593405828076,5,1616.5943619767668,Single Family,160.99878697640008,232.1500590910623
281.2452754274564,1979,Medium,182.13150674549047,6,1719.3237735662976,Condo,158.9073844783551,3823.482835692487
328.11387563989575,1982,Low,139.34612128371077,3,1453.96516711614,Single Family,137.41779661120847,2087.9572612108655
259.4756624261331,1999,Medium,597.0118966934339,2,1888.4064341897326,Condo,146.5690526887205,2250.8530605812894
253.5442357283195,1974,Low,295.47820585195774,2,1552.669328950974,Condo,132.14668493845204,2661.2686412458374
276.7169324802092,1994,Medium,337.2420649665866,1,1671.0866237007867,Single Family,153.01785856386266,3465.4952713307507
291.8923780793246,1994,Low,573.2025894987594,3,1767.3896113020298,Condo,138.4806721390285,1949.9430092807675
267.26503689785613,1986,Medium,256.08113674259965,4,1710.5949734771427,Single Family,134.89533820358835,870.4045723858987
302.79516363199775,2006,Medium,41.0935361160266,4,1704.5685826325223,Condo,157.7889502918709,2628.5418777866216
302.56940349835656,1995,Low,52.655466073460616,5,1466.0195197773248,Condo,156.8525470552011,2350.646535550378
306.6288955267868,1985,Low,445.2906473163752,2,1744.7750727323798,Single Family,132.48403215246483,2305.2651793105124
316.80925773085687,1985,Medium,402.9658018170608,6,1666.639031175507,Single Family,147.6176619438456,5229.6031680965725
291.77891480362695,1979,Low,318.7603490174849,6,1855.7894273139764,Condo,175.32114327507398,4250.181164676533
335.8471066601743,1989,Low,295.51181990106403,3,1546.7495062825453,Townhouse,151.1548254439016,1674.9916130770573
323.3667998081615,1977,Low,582.8544444969535,4,1561.8904106868913,Single Family,134.40846955469465,2516.7983139449543
319.14341871495867,1970,Low,476.94776939284304,4,1661.046114248528,Condo,129.64810570122484,2339.55753318422
342.52891502946926,1978,Medium,119.36269406727524,4,1677.8524956521896,Single Family,159.73761523998235,3805.9252365809925
323.05521158378997,1983,Low,377.84423131581923,2,1799.7160976640855,Condo,151.21527401733266,2228.0816323694653
314.0097870653057,1975,Low,386.28520646316565,3,1780.692074126326,Townhouse,152.51828822958032,1495.4509399879846
265.7720730110342,1987,Low,418.54617627014954,0,1714.1050765722148,Condo,151.29173880567038,3194.225430399403
